"vid","votecount","votecount_rank"
v35668,3,22275
v29577,3,22275
v18662,3,22275
v47411,3,22275
v47412,3,22275
v27303,3,22275
v47413,3,22275
v58564,3,22275
v35640,3,22275
v17292,3,22275
v47414,3,22275
v29560,3,22275
v5913,3,22275
v29558,3,22275
v10292,3,22275
v928,3,22275
v35617,3,22275
v18667,3,22275
v17298,3,22275
v46709,3,22275
v6300,3,22275
v35600,3,22275
v26430,3,22275
v31085,3,22275
v37314,3,22275
v29538,3,22275
v46703,3,22275
v14410,3,22275
v14660,3,22275
v58484,3,22275
v31089,3,22275
v14412,3,22275
v21685,3,22275
v10301,3,22275
v35575,3,22275
v35568,3,22275
v35546,3,22275
v26832,3,22275
v7609,3,22275
v7621,3,22275
v37452,3,22275
v24844,3,22275
v13638,3,22275
v58396,3,22275
v38106,3,22275
v48454,3,22275
v58394,3,22275
v7641,3,22275
v22341,3,22275
v44327,3,22275
v9296,3,22275
v21710,3,22275
v58378,3,22275
v10302,3,22275
v10305,3,22275
v10311,3,22275
v35501,3,22275
v10315,3,22275
v14442,3,22275
v13320,3,22275
v13314,3,22275
v13313,3,22275
v31099,3,22275
v30636,3,22275
v37457,3,22275
v38165,3,22275
v9291,3,22275
v29491,3,22275
v10320,3,22275
v14668,3,22275
v35494,3,22275
v21720,3,22275
v21721,3,22275
v35492,3,22275
v24842,3,22275
v37315,3,22275
v47432,3,22275
v10328,3,22275
v14450,3,22275
v44277,3,22275
v9287,3,22275
v37460,3,22275
v58304,3,22275
v58299,3,22275
v26404,3,22275
v9598,3,22275
v14455,3,22275
v44261,3,22275
v7658,3,22275
v31108,3,22275
v44252,3,22275
v7666,3,22275
v14461,3,22275
v44243,3,22275
v21725,3,22275
v22318,3,22275
v48503,3,22275
v16676,3,22275
v31114,3,22275
v30552,3,22275
v44237,3,22275
v35450,3,22275
v46086,3,22275
v16670,3,22275
v21740,3,22275
v21743,3,22275
v22890,3,22275
v46688,3,22275
v37317,3,22275
v46085,3,22275
v7727,3,22275
v13280,3,22275
v9275,3,22275
v22889,3,22275
v21760,3,22275
v5885,3,22275
v62138,3,22275
v18697,3,22275
v7696,3,22275
v37095,3,22275
v27160,3,22275
v7699,3,22275
v7741,3,22275
v24831,3,22275
v21776,3,22275
v7781,3,22275
v7787,3,22275
v30641,3,22275
v7789,3,22275
v7790,3,22275
v10339,3,22275
v48538,3,22275
v6803,3,22275
v6804,3,22275
v58178,3,22275
v13264,3,22275
v9268,3,22275
v7793,3,22275
v23151,3,22275
v21804,3,22275
v13257,3,22275
v22289,3,22275
v5878,3,22275
v44162,3,22275
v22286,3,22275
v5876,3,22275
v44158,3,22275
v31141,3,22275
v27166,3,22275
v29451,3,22275
v29450,3,22275
v14466,3,22275
v24829,3,22275
v58135,3,22275
v44131,3,22275
v44115,3,22275
v16662,3,22275
v22887,3,22275
v44114,3,22275
v7858,3,22275
v44104,3,22275
v44103,3,22275
v21828,3,22275
v13243,3,22275
v5873,3,22275
v23341,3,22275
v22277,3,22275
v7863,3,22275
v7866,3,22275
v7888,3,22275
v16870,3,22275
v13235,3,22275
v13232,3,22275
v44081,3,22275
v47025,3,22275
v44072,3,22275
v29427,3,22275
v44068,3,22275
v5869,3,22275
v35386,3,22275
v46082,3,22275
v37209,3,22275
v1212,3,22275
v57997,3,22275
v44034,3,22275
v5868,3,22275
v21831,3,22275
v38251,3,22275
v26914,3,22275
v57983,3,22275
v44027,3,22275
v22271,3,22275
v14507,3,22275
v47463,3,22275
v7901,3,22275
v14508,3,22275
v38256,3,22275
v57957,3,22275
v44009,3,22275
v7905,3,22275
v13216,3,22275
v7906,3,22275
v13208,3,22275
v18716,3,22275
v26915,3,22275
v44000,3,22275
v46674,3,22275
v57913,3,22275
v13200,3,22275
v43990,3,22275
v10344,3,22275
v29389,3,22275
v43985,3,22275
v5842,3,22275
v29387,3,22275
v6806,3,22275
v13196,3,22275
v31185,3,22275
v43977,3,22275
v57882,3,22275
v1264,3,22275
v43959,3,22275
v24819,3,22275
v14524,3,22275
v10359,3,22275
v43944,3,22275
v43943,3,22275
v20085,3,22275
v6809,3,22275
v20033,3,22275
v5837,3,22275
v1374,3,22275
v7956,3,22275
v37321,3,22275
v23629,3,22275
v35304,3,22275
v10376,3,22275
v22253,3,22275
v7963,3,22275
v50069,3,22275
v26362,3,22275
v29350,3,22275
v38285,3,22275
v46923,3,22275
v6269,3,22275
v10379,3,22275
v38288,3,22275
v6268,3,22275
v1394,3,22275
v57767,3,22275
v10387,3,22275
v47474,3,22275
v46666,3,22275
v22874,3,22275
v1406,3,22275
v43885,3,22275
v57739,3,22275
v1479,3,22275
v47478,3,22275
v23416,3,22275
v23733,3,22275
v16859,3,22275
v9549,3,22275
v57710,3,22275
v14552,3,22275
v20419,3,22275
v9252,3,22275
v57692,3,22275
v31204,3,22275
v20420,3,22275
v21847,3,22275
v39789,3,22275
v27195,3,22275
v18260,3,22275
v43820,3,22275
v7976,3,22275
v43816,3,22275
v24801,3,22275
v23412,3,22275
v10405,3,22275
v57652,3,22275
v57649,3,22275
v21871,3,22275
v6842,3,22275
v48694,3,22275
v38314,3,22275
v22217,3,22275
v13175,3,22275
v10407,3,22275
v29296,3,22275
v1515,3,22275
v9607,3,22275
v8002,3,22275
v31214,3,22275
v43758,3,22275
v35180,3,22275
v35171,3,22275
v25123,3,22275
v43741,3,22275
v24787,3,22275
v46910,3,22275
v57453,3,22275
v14615,3,22275
v29255,3,22275
v57434,3,22275
v29248,3,22275
v14694,3,22275
v14697,3,22275
v48718,3,22275
v17380,3,22275
v18829,3,22275
v48721,3,22275
v21890,3,22275
v1556,3,22275
v22203,3,22275
v26924,3,22275
v20238,3,22275
v26301,3,22275
v1576,3,22275
v35121,3,22275
v22198,3,22275
v1578,3,22275
v38330,3,22275
v6519,3,22275
v13161,3,22275
v8040,3,22275
v8050,3,22275
v23694,3,22275
v26293,3,22275
v55045,3,22275
v48739,3,22275
v21937,3,22275
v10438,3,22275
v43656,3,22275
v18851,3,22275
v21944,3,22275
v21974,3,22275
v23979,3,22275
v5818,3,22275
v8069,3,22275
v9550,3,22275
v21992,3,22275
v6260,3,22275
v22089,3,22275
v48754,3,22275
v26282,3,22275
v57298,3,22275
v14718,3,22275
v35076,3,22275
v57289,3,22275
v1585,3,22275
v35062,3,22275
v24763,3,22275
v35058,3,22275
v23975,3,22275
v9554,3,22275
v35050,3,22275
v5814,3,22275
v35048,3,22275
v46614,3,22275
v37276,3,22275
v47506,3,22275
v22079,3,22275
v43577,3,22275
v8079,3,22275
v22078,3,22275
v29182,3,22275
v8080,3,22275
v6517,3,22275
v57217,3,22275
v61620,3,22275
v30416,3,22275
v13154,3,22275
v35031,3,22275
v43552,3,22275
v43548,3,22275
v47160,3,22275
v35026,3,22275
v57188,3,22275
v23213,3,22275
v35020,3,22275
v29171,3,22275
v14737,3,22275
v8103,3,22275
v57164,3,22275
v48794,3,22275
v35011,3,22275
v6514,3,22275
v26265,3,22275
v43513,3,22275
v22017,3,22275
v35001,3,22275
v24754,3,22275
v38382,3,22275
v22022,3,22275
v24753,3,22275
v14742,3,22275
v37058,3,22275
v13614,3,22275
v1632,3,22275
v23485,3,22275
v43497,3,22275
v26240,3,22275
v9236,3,22275
v8124,3,22275
v34988,3,22275
v29155,3,22275
v47518,3,22275
v30410,3,22275
v4990,3,22275
v14743,3,22275
v61358,3,22275
v10457,3,22275
v31271,3,22275
v6847,3,22275
v13741,3,22275
v1720,3,22275
v6851,3,22275
v26237,3,22275
v29149,3,22275
v37040,3,22275
v38397,3,22275
v30403,3,22275
v8133,3,22275
v31276,3,22275
v43459,3,22275
v8139,3,22275
v1724,3,22275
v9229,3,22275
v6513,3,22275
v19602,3,22275
v26939,3,22275
v10470,3,22275
v34954,3,22275
v5790,3,22275
v57038,3,22275
v1738,3,22275
v43424,3,22275
v48852,3,22275
v43421,3,22275
v8154,3,22275
v34933,3,22275
v34932,3,22275
v37037,3,22275
v14753,3,22275
v20882,3,22275
v10473,3,22275
v37249,3,22275
v25062,3,22275
v14757,3,22275
v10474,3,22275
v43381,3,22275
v6586,3,22275
v18402,3,22275
v18242,3,22275
v6852,3,22275
v29114,3,22275
v43377,3,22275
v10477,3,22275
v24739,3,22275
v37247,3,22275
v34906,3,22275
v56966,3,22275
v38427,3,22275
v10478,3,22275
v61301,3,22275
v29108,3,22275
v10484,3,22275
v31297,3,22275
v29100,3,22275
v13750,3,22275
v13126,3,22275
v13122,3,22275
v9632,3,22275
v43334,3,22275
v30385,3,22275
v13114,3,22275
v43333,3,22275
v31304,3,22275
v30487,3,22275
v29090,3,22275
v25322,3,22275
v10490,3,22275
v34872,3,22275
v25059,3,22275
v43317,3,22275
v20891,3,22275
v29085,3,22275
v26943,3,22275
v18913,3,22275
v13092,3,22275
v48906,3,22275
v9682,3,22275
v56901,3,22275
v56886,3,22275
v34843,3,22275
v48911,3,22275
v9556,3,22275
v43210,3,22275
v5787,3,22275
v48915,3,22275
v6871,3,22275
v14827,3,22275
v5784,3,22275
v25324,3,22275
v6600,3,22275
v56834,3,22275
v14847,3,22275
v6243,3,22275
v34827,3,22275
v5775,3,22275
v46494,3,22275
v38459,3,22275
v17423,3,22275
v23141,3,22275
v48930,3,22275
v23598,3,22275
v43177,3,22275
v30373,3,22275
v6238,3,22275
v18919,3,22275
v8201,3,22275
v56781,3,22275
v48938,3,22275
v13781,3,22275
v6234,3,22275
v48941,3,22275
v48942,3,22275
v16937,3,22275
v61203,3,22275
v24720,3,22275
v8204,3,22275
v26797,3,22275
v34805,3,22275
v1816,3,22275
v34804,3,22275
v34803,3,22275
v47559,3,22275
v13785,3,22275
v5751,3,22275
v47561,3,22275
v14857,3,22275
v13079,3,22275
v13792,3,22275
v14872,3,22275
v14873,3,22275
v14875,3,22275
v31331,3,22275
v43129,3,22275
v13799,3,22275
v1825,3,22275
v8220,3,22275
v6601,3,22275
v36977,3,22275
v34785,3,22275
v26795,3,22275
v9706,3,22275
v8226,3,22275
v56666,3,22275
v26794,3,22275
v43103,3,22275
v8235,3,22275
v10522,3,22275
v1887,3,22275
v6494,3,22275
v23279,3,22275
v17424,3,22275
v56629,3,22275
v6493,3,22275
v34756,3,22275
v34755,3,22275
v5738,3,22275
v22832,3,22275
v34754,3,22275
v34753,3,22275
v10539,3,22275
v48992,3,22275
v6477,3,22275
v43068,3,22275
v24147,3,22275
v43066,3,22275
v56598,3,22275
v24250,3,22275
v19976,3,22275
v56597,3,22275
v49001,3,22275
v5736,3,22275
v10552,3,22275
v34747,3,22275
v46444,3,22275
v30349,3,22275
v5731,3,22275
v43055,3,22275
v6476,3,22275
v30348,3,22275
v8246,3,22275
v8247,3,22275
v1957,3,22275
v56569,3,22275
v34736,3,22275
v34735,3,22275
v56559,3,22275
v26188,3,22275
v34729,3,22275
v9213,3,22275
v9206,3,22275
v23678,3,22275
v34727,3,22275
v10581,3,22275
v1958,3,22275
v8248,3,22275
v6231,3,22275
v56511,3,22275
v30344,3,22275
v6470,3,22275
v16982,3,22275
v9715,3,22275
v37548,3,22275
v23398,3,22275
v22824,3,22275
v26954,3,22275
v30333,3,22275
v10595,3,22275
v30324,3,22275
v46399,3,22275
v9188,3,22275
v43003,3,22275
v8264,3,22275
v19485,3,22275
v9557,3,22275
v16993,3,22275
v20922,3,22275
v25051,3,22275
v34708,3,22275
v26178,3,22275
v34699,3,22275
v34697,3,22275
v34696,3,22275
v27272,3,22275
v50074,3,22275
v16997,3,22275
v14929,3,22275
v42977,3,22275
v23952,3,22275
v6464,3,22275
v10628,3,22275
v27274,3,22275
v56442,3,22275
v6454,3,22275
v56434,3,22275
v56419,3,22275
v14940,3,22275
v30314,3,22275
v42953,3,22275
v8297,3,22275
v14942,3,22275
v42940,3,22275
v13586,3,22275
v29009,3,22275
v42938,3,22275
v26959,3,22275
v16590,3,22275
v1996,3,22275
v22800,3,22275
v34670,3,22275
v13028,3,22275
v34669,3,22275
v38543,3,22275
v9170,3,22275
v1998,3,22275
v18383,3,22275
v8304,3,22275
v13023,3,22275
v56374,3,22275
v3232,3,22275
v30313,3,22275
v56356,3,22275
v19965,3,22275
v56354,3,22275
v16826,3,22275
v8307,3,22275
v42902,3,22275
v9724,3,22275
v36896,3,22275
v42898,3,22275
v26170,3,22275
v25140,3,22275
v36894,3,22275
v17440,3,22275
v49109,3,22275
v9495,3,22275
v24266,3,22275
v26167,3,22275
v49114,3,22275
v28992,3,22275
v31390,3,22275
v26963,3,22275
v9494,3,22275
v18939,3,22275
v14977,3,22275
v8319,3,22275
v36883,3,22275
v10672,3,22275
v30572,3,22275
v26965,3,22275
v46346,3,22275
v34635,3,22275
v6881,3,22275
v9162,3,22275
v34633,3,22275
v20929,3,22275
v42863,3,22275
v18378,3,22275
v46339,3,22275
v38572,3,22275
v9161,3,22275
v9159,3,22275
v8329,3,22275
v13681,3,22275
v13577,3,22275
v8330,3,22275
v18370,3,22275
v30304,3,22275
v18950,3,22275
v46333,3,22275
v18957,3,22275
v10676,3,22275
v10677,3,22275
v5658,3,22275
v42848,3,22275
v56272,3,22275
v46331,3,22275
v47193,3,22275
v2053,3,22275
v47194,3,22275
v5651,3,22275
v56263,3,22275
v13001,3,22275
v36873,3,22275
v37336,3,22275
v2090,3,22275
v34605,3,22275
v49165,3,22275
v37582,3,22275
v56223,3,22275
v19698,3,22275
v28965,3,22275
v14997,3,22275
v9158,3,22275
v2094,3,22275
v6602,3,22275
v8335,3,22275
v10714,3,22275
v34583,3,22275
v20936,3,22275
v15002,3,22275
v42787,3,22275
v47198,3,22275
v47199,3,22275
v25357,3,22275
v6669,3,22275
v34571,3,22275
v26138,3,22275
v26137,3,22275
v6425,3,22275
v46317,3,22275
v10721,3,22275
v24688,3,22275
v12965,3,22275
v9157,3,22275
v42766,3,22275
v2129,3,22275
v56133,3,22275
v56131,3,22275
v13683,3,22275
v2143,3,22275
v9154,3,22275
v25362,3,22275
v2147,3,22275
v25363,3,22275
v56123,3,22275
v42733,3,22275
v15036,3,22275
v56079,3,22275
v5631,3,22275
v46315,3,22275
v2149,3,22275
v10733,3,22275
v49211,3,22275
v10735,3,22275
v34513,3,22275
v15043,3,22275
v42699,3,22275
v15045,3,22275
v12947,3,22275
v5630,3,22275
v42688,3,22275
v49220,3,22275
v26120,3,22275
v17458,3,22275
v49223,3,22275
v49224,3,22275
v9751,3,22275
v5629,3,22275
v47644,3,22275
v6207,3,22275
v6205,3,22275
v49230,3,22275
v20685,3,22275
v24681,3,22275
v20039,3,22275
v9148,3,22275
v12925,3,22275
v9755,3,22275
v28898,3,22275
v36840,3,22275
v9757,3,22275
v15052,3,22275
v17464,3,22275
v37590,3,22275
v46266,3,22275
v47655,3,22275
v49246,3,22275
v37591,3,22275
v17466,3,22275
v49249,3,22275
v23195,3,22275
v15058,3,22275
v34475,3,22275
v55987,3,22275
v34472,3,22275
v55973,3,22275
v6197,3,22275
v16813,3,22275
v55971,3,22275
v34468,3,22275
v46259,3,22275
v42638,3,22275
v42637,3,22275
v47205,3,22275
v8353,3,22275
v6912,3,22275
v55958,3,22275
v20969,3,22275
v49268,3,22275
v34456,3,22275
v8370,3,22275
v5606,3,22275
v9145,3,22275
v46237,3,22275
v42606,3,22275
v34448,3,22275
v55895,3,22275
v8372,3,22275
v46232,3,22275
v42594,3,22275
v2174,3,22275
v10751,3,22275
v2200,3,22275
v20974,3,22275
v55881,3,22275
v42589,3,22275
v9661,3,22275
v46225,3,22275
v30480,3,22275
v6927,3,22275
v31460,3,22275
v26975,3,22275
v2221,3,22275
v15072,3,22275
v10752,3,22275
v47209,3,22275
v55869,3,22275
v27336,3,22275
v13861,3,22275
v6193,3,22275
v6184,3,22275
v28874,3,22275
v26977,3,22275
v28873,3,22275
v24676,3,22275
v18195,3,22275
v12875,3,22275
v15082,3,22275
v31472,3,22275
v49313,3,22275
v6930,3,22275
v46211,3,22275
v28869,3,22275
v42570,3,22275
v5595,3,22275
v55857,3,22275
v5594,3,22275
v49321,3,22275
v8381,3,22275
v5593,3,22275
v2242,3,22275
v28864,3,22275
v17022,3,22275
v28863,3,22275
v2245,3,22275
v46208,3,22275
v49330,3,22275
v5589,3,22275
v49332,3,22275
v9667,3,22275
v30271,3,22275
v2257,3,22275
v34415,3,22275
v5588,3,22275
v47210,3,22275
v34414,3,22275
v49341,3,22275
v12834,3,22275
v30748,3,22275
v46189,3,22275
v28379,3,22275
v60850,3,22275
v26980,3,22275
v10764,3,22275
v37283,3,22275
v2272,3,22275
v5580,3,22275
v31487,3,22275
v46177,3,22275
v6178,3,22275
v28860,3,22275
v15096,3,22275
v2274,3,22275
v55793,3,22275
v13669,3,22275
v23584,3,22275
v34390,3,22275
v18986,3,22275
v42520,3,22275
v31490,3,22275
v2275,3,22275
v55769,3,22275
v46983,3,22275
v55767,3,22275
v34376,3,22275
v10785,3,22275
v37342,3,22275
v18190,3,22275
v28836,3,22275
v55733,3,22275
v2311,3,22275
v42487,3,22275
v5572,3,22275
v34360,3,22275
v6563,3,22275
v37284,3,22275
v49384,3,22275
v31498,3,22275
v34358,3,22275
v8402,3,22275
v34350,3,22275
v46159,3,22275
v60806,3,22275
v2329,3,22275
v6562,3,22275
v42459,3,22275
v34341,3,22275
v6559,3,22275
v34336,3,22275
v5559,3,22275
v37617,3,22275
v13872,3,22275
v5555,3,22275
v17030,3,22275
v8413,3,22275
v26867,3,22275
v42421,3,22275
v46120,3,22275
v8425,3,22275
v34314,3,22275
v34311,3,22275
v30247,3,22275
v15162,3,22275
v34304,3,22275
v46115,3,22275
v42394,3,22275
v15164,3,22275
v42380,3,22275
v55585,3,22275
v55572,3,22275
v55570,3,22275
v18178,3,22275
v15184,3,22275
v6954,3,22275
v5529,3,22275
v25038,3,22275
v10843,3,22275
v47216,3,22275
v55541,3,22275
v5524,3,22275
v2429,3,22275
v26071,3,22275
v19468,3,22275
v15188,3,22275
v6164,3,22275
v25037,3,22275
v26750,3,22275
v24281,3,22275
v5520,3,22275
v30240,3,22275
v15189,3,22275
v2459,3,22275
v38739,3,22275
v6970,3,22275
v9795,3,22275
v55496,3,22275
v10844,3,22275
v49447,3,22275
v2460,3,22275
v62097,3,22275
v6973,3,22275
v10845,3,22275
v25386,3,22275
v38745,3,22275
v36736,3,22275
v34219,3,22275
v8453,3,22275
v34216,3,22275
v9134,3,22275
v9803,3,22275
v26748,3,22275
v31526,3,22275
v9130,3,22275
v16810,3,22275
v21022,3,22275
v10854,3,22275
v55472,3,22275
v279,3,22275
v46863,3,22275
v19004,3,22275
v46007,3,22275
v16553,3,22275
v26065,3,22275
v49472,3,22275
v2482,3,22275
v45995,3,22275
v26990,3,22275
v16550,3,22275
v6698,3,22275
v42292,3,22275
v36720,3,22275
v17497,3,22275
v8470,3,22275
v2484,3,22275
v55427,3,22275
v6982,3,22275
v26993,3,22275
v38766,3,22275
v60666,3,22275
v27370,3,22275
v34189,3,22275
v17500,3,22275
v28757,3,22275
v19010,3,22275
v34180,3,22275
v42257,3,22275
v23493,3,22275
v10863,3,22275
v45986,3,22275
v2488,3,22275
v26994,3,22275
v34175,3,22275
v34174,3,22275
v47734,3,22275
v28750,3,22275
v42241,3,22275
v49504,3,22275
v10869,3,22275
v9808,3,22275
v28747,3,22275
v6986,3,22275
v316,3,22275
v49510,3,22275
v9528,3,22275
v55343,3,22275
v55325,3,22275
v30217,3,22275
v31545,3,22275
v55319,3,22275
v19466,3,22275
v16545,3,22275
v17507,3,22275
v6163,3,22275
v55313,3,22275
v55308,3,22275
v34156,3,22275
v47222,3,22275
v42216,3,22275
v10880,3,22275
v26043,3,22275
v10881,3,22275
v8525,3,22275
v6621,3,22275
v36707,3,22275
v28732,3,22275
v2614,3,22275
v10885,3,22275
v49534,3,22275
v20282,3,22275
v16518,3,22275
v16514,3,22275
v18465,3,22275
v38805,3,22275
v18134,3,22275
v15220,3,22275
v47745,3,22275
v55234,3,22275
v317,3,22275
v16512,3,22275
v55233,3,22275
v60621,3,22275
v49548,3,22275
v55221,3,22275
v13936,3,22275
v18132,3,22275
v55197,3,22275
v26997,3,22275
v21205,3,22275
v2628,3,22275
v18359,3,22275
v24289,3,22275
v10904,3,22275
v6162,3,22275
v19033,3,22275
v4977,3,22275
v15228,3,22275
v332,3,22275
v19034,3,22275
v55162,3,22275
v8536,3,22275
v55148,3,22275
v25405,3,22275
v5415,3,22275
v28705,3,22275
v49571,3,22275
v20584,3,22275
v55126,3,22275
v34057,3,22275
v30205,3,22275
v9816,3,22275
v34052,3,22275
v42087,3,22275
v12745,3,22275
v42082,3,22275
v47225,3,22275
v2770,3,22275
v47226,3,22275
v47227,3,22275
v55074,3,22275
v34038,3,22275
v12742,3,22275
v28686,3,22275
v8550,3,22275
v26018,3,22275
v55029,3,22275
v49592,3,22275
v25407,3,22275
v6421,3,22275
v45944,3,22275
v16804,3,22275
v61395,3,22275
v5405,3,22275
v51275,3,22275
v13953,3,22275
v26017,3,22275
v9819,3,22275
v47230,3,22275
v5380,3,22275
v15256,3,22275
v27399,3,22275
v28682,3,22275
v34025,3,22275
v34023,3,22275
v45929,3,22275
v55013,3,22275
v2795,3,22275
v12733,3,22275
v2807,3,22275
v34015,3,22275
v12732,3,22275
v34014,3,22275
v49614,3,22275
v19050,3,22275
v22721,3,22275
v13954,3,22275
v23259,3,22275
v42027,3,22275
v28670,3,22275
v31619,3,22275
v34003,3,22275
v34002,3,22275
v42020,3,22275
v42011,3,22275
v54947,3,22275
v31623,3,22275
v6155,3,22275
v37352,3,22275
v18452,3,22275
v14654,3,22275
v17033,3,22275
v18508,3,22275
v13966,3,22275
v49636,3,22275
v31627,3,22275
v54946,3,22275
v13967,3,22275
v13970,3,22275
v38866,3,22275
v27407,3,22275
v12725,3,22275
v12723,3,22275
v21206,3,22275
v60527,3,22275
v23046,3,22275
v6149,3,22275
v2815,3,22275
v19054,3,22275
v7030,3,22275
v12721,3,22275
v33984,3,22275
v36654,3,22275
v10962,3,22275
v41995,3,22275
v5369,3,22275
v13541,3,22275
v45880,3,22275
v12707,3,22275
v27409,3,22275
v38879,3,22275
v38880,3,22275
v2818,3,22275
v21063,3,22275
v60502,3,22275
v47786,3,22275
v10965,3,22275
v10982,3,22275
v41961,3,22275
v15317,3,22275
v54858,3,22275
v54854,3,22275
v47787,3,22275
v2875,3,22275
v54846,3,22275
v38888,3,22275
v33952,3,22275
v2901,3,22275
v8580,3,22275
v30182,3,22275
v15322,3,22275
v21076,3,22275
v33943,3,22275
v3001,3,22275
v3008,3,22275
v18358,3,22275
v19647,3,22275
v54805,3,22275
v31644,3,22275
v17561,3,22275
v8598,3,22275
v9829,3,22275
v38900,3,22275
v3011,3,22275
v3021,3,22275
v19460,3,22275
v25419,3,22275
v33927,3,22275
v54777,3,22275
v7055,3,22275
v8600,3,22275
v54775,3,22275
v38909,3,22275
v49700,3,22275
v10998,3,22275
v15331,3,22275
v18357,3,22275
v21082,3,22275
v15332,3,22275
v21086,3,22275
v6627,3,22275
v33918,3,22275
v11007,3,22275
v3025,3,22275
v37359,3,22275
v28631,3,22275
v3042,3,22275
v9090,3,22275
v36644,3,22275
v11018,3,22275
v28626,3,22275
v28624,3,22275
v8609,3,22275
v33894,3,22275
v23035,3,22275
v19457,3,22275
v5354,3,22275
v33893,3,22275
v49726,3,22275
v30178,3,22275
v8614,3,22275
v54671,3,22275
v30174,3,22275
v38931,3,22275
v21093,3,22275
v49733,3,22275
v27427,3,22275
v15347,3,22275
v33876,3,22275
v28610,3,22275
v18509,3,22275
v11057,3,22275
v13980,3,22275
v47806,3,22275
v54646,3,22275
v13530,3,22275
v41837,3,22275
v5352,3,22275
v21095,3,22275
v33861,3,22275
v49748,3,22275
v41832,3,22275
v11060,3,22275
v16501,3,22275
v19087,3,22275
v41817,3,22275
v13687,3,22275
v6392,3,22275
v20713,3,22275
v3089,3,22275
v41813,3,22275
v3090,3,22275
v11094,3,22275
v366,3,22275
v33847,3,22275
v12673,3,22275
v3119,3,22275
v49765,3,22275
v36627,3,22275
v37291,3,22275
v33841,3,22275
v33838,3,22275
v37363,3,22275
v3145,3,22275
v16498,3,22275
v13983,3,22275
v37683,3,22275
v24301,3,22275
v33830,3,22275
v11115,3,22275
v33821,3,22275
v33815,3,22275
v11124,3,22275
v37232,3,22275
v47819,3,22275
v367,3,22275
v33809,3,22275
v12638,3,22275
v11125,3,22275
v20322,3,22275
v33799,3,22275
v16481,3,22275
v28581,3,22275
v3157,3,22275
v22698,3,22275
v49793,3,22275
v37687,3,22275
v54519,3,22275
v27451,3,22275
v3186,3,22275
v28579,3,22275
v25967,3,22275
v37364,3,22275
v15392,3,22275
v7061,3,22275
v15397,3,22275
v19109,3,22275
v3202,3,22275
v9842,3,22275
v15412,3,22275
v25961,3,22275
v16467,3,22275
v24170,3,22275
v9848,3,22275
v25179,3,22275
v25958,3,22275
v23219,3,22275
v24604,3,22275
v30584,3,22275
v15428,3,22275
v54446,3,22275
v9076,3,22275
v25436,3,22275
v14006,3,22275
v5342,3,22275
v54440,3,22275
v8631,3,22275
v28524,3,22275
v41677,3,22275
v13521,3,22275
v15452,3,22275
v54388,3,22275
v49829,3,22275
v49830,3,22275
v15453,3,22275
v45811,3,22275
v31721,3,22275
v28517,3,22275
v37691,3,22275
v16428,3,22275
v36605,3,22275
v47252,3,22275
v11175,3,22275
v30157,3,22275
v45802,3,22275
v15472,3,22275
v60416,3,22275
v14679,3,22275
v25442,3,22275
v8649,3,22275
v14027,3,22275
v41635,3,22275
v43247,3,22275
v49850,3,22275
v3264,3,22275
v11188,3,22275
v45787,3,22275
v24091,3,22275
v54319,3,22275
v49855,3,22275
v19438,3,22275
v54317,3,22275
v24309,3,22275
v28497,3,22275
v54298,3,22275
v54293,3,22275
v47842,3,22275
v31734,3,22275
v9852,3,22275
v12633,3,22275
v49866,3,22275
v37231,3,22275
v25933,3,22275
v16940,3,22275
v25160,3,22275
v20719,3,22275
v371,3,22275
v54286,3,22275
v31742,3,22275
v30141,3,22275
v52769,2,25125
v30520,2,25125
v47026,2,25125
v6597,2,25125
v6588,2,25125
v37277,2,25125
v6578,2,25125
v6576,2,25125
v47061,2,25125
v6575,2,25125
v47082,2,25125
v47086,2,25125
v47088,2,25125
v47089,2,25125
v6548,2,25125
v47098,2,25125
v6543,2,25125
v6828,2,25125
v37298,2,25125
v37299,2,25125
v6537,2,25125
v47116,2,25125
v37301,2,25125
v37302,2,25125
v30564,2,25125
v37307,2,25125
v37309,2,25125
v37319,2,25125
v37320,2,25125
v47158,2,25125
v47161,2,25125
v47165,2,25125
v47166,2,25125
v47167,2,25125
v6503,2,25125
v6502,2,25125
v47174,2,25125
v6450,2,25125
v14671,2,25125
v6440,2,25125
v62105,2,25125
v47202,2,25125
v30573,2,25125
v47204,2,25125
v50019,2,25125
v37341,2,25125
v47211,2,25125
v30576,2,25125
v47213,2,25125
v37344,2,25125
v37345,2,25125
v9477,2,25125
v47223,2,25125
v6402,2,25125
v37353,2,25125
v37358,2,25125
v50025,2,25125
v37361,2,25125
v13663,2,25125
v47245,2,25125
v6391,2,25125
v37365,2,25125
v37367,2,25125
v47258,2,25125
v13659,2,25125
v47263,2,25125
v37369,2,25125
v47267,2,25125
v37372,2,25125
v47273,2,25125
v47275,2,25125
v37374,2,25125
v13655,2,25125
v37377,2,25125
v19633,2,25125
v6364,2,25125
v23330,2,25125
v9672,2,25125
v37384,2,25125
v47304,2,25125
v47306,2,25125
v37389,2,25125
v25110,2,25125
v23331,2,25125
v16902,2,25125
v26893,2,25125
v30603,2,25125
v37398,2,25125
v37400,2,25125
v37402,2,25125
v47331,2,25125
v37410,2,25125
v26895,2,25125
v47343,2,25125
v37416,2,25125
v30610,2,25125
v50036,2,25125
v25114,2,25125
v47355,2,25125
v9466,2,25125
